OpportunityID,Event,FieldEvent,OldValue,NewValue,Stage,Probability,StageLength,days_in_stage,CreatedDate,ModifiedDate,from_date,EditDate,EditYear,EditMonth,StageChangeDate,AccountCountry,StageDuration,Age,OldNewStage
0062000000fs22H,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,69 days 09:22:00.000000000,69,10/13/15 0:00,12/21/15 0:00,10/13/15 0:00,12/21/15 9:22,2015,12,12/21/15 0:00,Netherlands,175,353,"(Prospect, Qualified)"
0062000000fs22H,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,0 days 12:03:00.000000000,0,10/13/15 0:00,12/21/15 0:00,12/21/15 0:00,12/21/15 12:03,2015,12,12/21/15 0:00,Netherlands,175,353,"(Qualified, Closed Deferred)"
0062000000Wjvtp,opp_created,Created.,Created,Created,Qualified,20,0 days 03:50:00.000000000,0,3/24/14 0:00,3/24/14 0:00,3/24/14 0:00,3/24/14 3:50,2014,3,11/27/15 0:00,Netherlands,199,812,"(Created, Created)"
0062000000Wjvtp,stage_change,Stage,Prospect,Qualified,Qualified,20,30 days 22:05:00.000000000,30,3/24/14 0:00,4/23/14 0:00,3/24/14 0:00,4/23/14 22:05,2014,4,11/27/15 0:00,Netherlands,199,812,"(Prospect, Qualified)"
0062000000Wjvtp,stage_change,Stage,Qualified,Buying Process id.,Qualified,20,15 days 11:43:00.000000000,15,3/24/14 0:00,5/8/14 0:00,4/23/14 0:00,5/8/14 11:43,2014,5,11/27/15 0:00,Netherlands,199,812,"(Qualified, Buying Process id.)"
0062000000Wjvtp,stage_change,Stage,Buying Process id.,Qualified,Qualified,20,568 days 09:27:00.000000000,568,3/24/14 0:00,11/27/15 0:00,5/8/14 0:00,11/27/15 9:27,2015,11,11/27/15 0:00,Netherlands,199,812,"(Buying Process id., Qualified)"
0062000000WkPXn,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 08:56:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:56,2014,3,,United States,592,370,"(Created, Created)"
0062000000WkPXn,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,204 days 10:52:00.000000000,204,3/26/14 0:00,10/16/14 0:00,3/26/14 0:00,10/16/14 10:52,2014,10,,United States,592,370,"(Prospect, Qualified)"
0062000000WkPXn,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,14 days 13:49:00.000000000,14,3/26/14 0:00,10/30/14 0:00,10/16/14 0:00,10/30/14 13:49,2014,10,,United States,592,370,"(Qualified, Closed Deferred)"
0062000000c45MT,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:33:00.000000000,0,2/18/15 0:00,2/18/15 0:00,2/18/15 0:00,2/18/15 10:33,2015,2,,United States,381,181,"(Created, Created)"
0062000000c45MT,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,100 days 05:27:00.000000000,100,2/18/15 0:00,5/29/15 0:00,2/18/15 0:00,5/29/15 5:27,2015,5,,United States,381,181,"(Prospect, Closed Deferred)"
0062000000gDekX,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 15:19:00.000000000,0,11/9/15 0:00,11/9/15 0:00,11/9/15 0:00,11/9/15 15:19,2015,11,4/28/16 0:00,United States,46,171,"(Created, Created)"
0062000000gDekX,stage_change,Stage,Prospect,Re-Qualify,Closed Deferred,0,86 days 12:34:00.000000000,86,11/9/15 0:00,2/3/16 0:00,11/9/15 0:00,2/3/16 12:34,2016,2,4/28/16 0:00,United States,46,171,"(Prospect, Re-Qualify)"
0062000000gDekX,stage_change,SDR Created By,Created,Christina Garza,Closed Deferred,0,108 days 14:00:00.000000000,108,11/9/15 0:00,2/25/16 0:00,11/9/15 0:00,2/25/16 14:00,2016,2,4/28/16 0:00,United States,46,171,"(Created, Christina Garza)"
0062000000gDekX,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,85 days 09:24:00.000000000,85,11/9/15 0:00,4/28/16 0:00,2/3/16 0:00,4/28/16 9:24,2016,4,4/28/16 0:00,United States,46,171,"(Re-Qualify, Closed Deferred)"
0062000000i19rZ,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 11:20:00.000000000,0,4/11/16 0:00,4/11/16 0:00,4/11/16 0:00,4/11/16 11:20,2016,4,4/21/16 0:00,United States,53,63,"(Created, Created)"
0062000000i19rZ,stage_change,Stage,Prospect,Qualified,Qualified,20,10 days 09:42:00.000000000,10,4/11/16 0:00,4/21/16 0:00,4/11/16 0:00,4/21/16 9:42,2016,4,4/21/16 0:00,United States,53,63,"(Prospect, Qualified)"
0062000000i0pVa,opp_created,Created.,Created,Created,Qualified,20,0 days 15:44:00.000000000,0,4/6/16 0:00,4/6/16 0:00,4/6/16 0:00,4/6/16 15:44,2016,4,,France,68,68,"(Created, Created)"
0062000000i1AYo,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 12:53:00.000000000,0,4/11/16 0:00,4/11/16 0:00,4/11/16 0:00,4/11/16 12:53,2016,4,4/25/16 0:00,Russian Federation,49,63,"(Created, Created)"
0062000000i1AYo,stage_change,Stage,Prospect,Qualified,Qualified,20,14 days 06:55:00.000000000,14,4/11/16 0:00,4/25/16 0:00,4/11/16 0:00,4/25/16 6:55,2016,4,4/25/16 0:00,Russian Federation,49,63,"(Prospect, Qualified)"
0062000000WkPef,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 09:12:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 9:12,2014,3,,United States,724,370,"(Created, Created)"
0062000000WkPef,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,86 days 08:56:00.000000000,86,3/26/14 0:00,6/20/14 0:00,3/26/14 0:00,6/20/14 8:56,2014,6,,United States,724,370,"(Prospect, Closed Deferred)"
0062000000dhjMf,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 16:41:00.000000000,0,6/8/15 0:00,6/8/15 0:00,6/8/15 0:00,6/8/15 16:41,2015,6,4/25/16 0:00,United States,49,322,"(Created, Created)"
0062000000dhjMf,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,322 days 17:52:00.000000000,322,6/8/15 0:00,4/25/16 0:00,6/8/15 0:00,4/25/16 17:52,2016,4,4/25/16 0:00,United States,49,322,"(Qualified, Closed Deferred)"
0062000000hyFTc,opp_created,Created by lead convert,Created,Created,Prospect,10,0 days 16:34:00.000000000,0,3/3/16 0:00,3/3/16 0:00,3/3/16 0:00,3/3/16 16:34,2016,3,,United States,102,102,"(Created, Created)"
0062000000YZbeQ,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 03:04:00.000000000,0,6/26/14 0:00,6/26/14 0:00,6/26/14 0:00,6/26/14 3:04,2014,6,9/3/15 0:00,Germany,284,644,"(Created, Created)"
0062000000YZbeQ,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 03:05:00.000000000,0,6/26/14 0:00,6/26/14 0:00,6/26/14 0:00,6/26/14 3:05,2014,6,9/3/15 0:00,Germany,284,644,"(Prospect, Qualified)"
0062000000YZbeQ,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,434 days 12:06:00.000000000,434,6/26/14 0:00,9/3/15 0:00,6/26/14 0:00,9/3/15 12:06,2015,9,9/3/15 0:00,Germany,284,644,"(Qualified, Closed Deferred)"
0062000000WVrC9,opp_created,Created by lead convert,Created,Created,PO In Progress,90,0 days 05:49:00.000000000,0,3/13/14 0:00,3/13/14 0:00,3/13/14 0:00,3/13/14 5:49,2014,3,4/29/16 0:00,United States,45,823,"(Created, Created)"
0062000000WVrC9,stage_change,Stage,Prospect,Qualified,PO In Progress,90,0 days 05:49:00.000000000,0,3/13/14 0:00,3/13/14 0:00,3/13/14 0:00,3/13/14 5:49,2014,3,4/29/16 0:00,United States,45,823,"(Prospect, Qualified)"
0062000000WVrC9,stage_change,Stage,Qualified,Buying Process id.,PO In Progress,90,320 days 11:45:00.000000000,320,3/13/14 0:00,1/27/15 0:00,3/13/14 0:00,1/27/15 11:45,2015,1,4/29/16 0:00,United States,45,823,"(Qualified, Buying Process id.)"
0062000000WVrC9,stage_change,Stage,Buying Process id.,Short List,PO In Progress,90,311 days 18:31:00.000000000,311,3/13/14 0:00,12/4/15 0:00,1/27/15 0:00,12/4/15 18:31,2015,12,4/29/16 0:00,United States,45,823,"(Buying Process id., Short List)"
0062000000WVrC9,stage_change,Stage,Short List,Chosen Vendor,PO In Progress,90,14 days 15:41:00.000000000,14,3/13/14 0:00,12/18/15 0:00,12/4/15 0:00,12/18/15 15:41,2015,12,4/29/16 0:00,United States,45,823,"(Short List, Chosen Vendor)"
0062000000WVrC9,stage_change,Stage,Chosen Vendor,PO In Progress,PO In Progress,90,52 days 11:54:00.000000000,52,3/13/14 0:00,2/8/16 0:00,12/18/15 0:00,2/8/16 11:54,2016,2,4/29/16 0:00,United States,45,823,"(Chosen Vendor, PO In Progress)"
0062000000WVrC9,stage_change,Stage,PO In Progress,Short List,PO In Progress,90,17 days 21:35:00.000000000,17,3/13/14 0:00,2/25/16 0:00,2/8/16 0:00,2/25/16 21:35,2016,2,4/29/16 0:00,United States,45,823,"(PO In Progress, Short List)"
0062000000WVrC9,stage_change,Stage,Short List,PO In Progress,PO In Progress,90,64 days 14:55:00.000000000,64,3/13/14 0:00,4/29/16 0:00,2/25/16 0:00,4/29/16 14:55,2016,4,4/29/16 0:00,United States,45,823,"(Short List, PO In Progress)"
0062000000j2eZZ,opp_created,Created.,Created,Created,Chosen Vendor,70,0 days 15:42:00.000000000,0,6/7/16 0:00,6/7/16 0:00,6/7/16 0:00,6/7/16 15:42,2016,6,,United States,6,6,"(Created, Created)"
0062000000dhRnW,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 18:39:00.000000000,0,6/5/15 0:00,6/5/15 0:00,6/5/15 0:00,6/5/15 18:39,2015,6,3/3/16 0:00,United States,88,374,"(Created, Created)"
0062000000dhRnW,stage_change,Stage,Prospect,Closed Deferred,Qualified,20,272 days 10:30:00.000000000,272,6/5/15 0:00,3/3/16 0:00,6/5/15 0:00,3/3/16 10:30,2016,3,3/3/16 0:00,United States,88,374,"(Prospect, Closed Deferred)"
0062000000dhRnW,stage_change,Stage,Closed Deferred,Re-Qualify,Qualified,20,13 days 09:00:00.000000000,13,6/5/15 0:00,3/16/16 0:00,3/3/16 0:00,3/16/16 9:00,2016,3,3/3/16 0:00,United States,88,374,"(Closed Deferred, Re-Qualify)"
0062000000dhRnW,stage_change,Stage,Re-Qualify,Qualified,Qualified,20,1 days 10:01:00.000000000,1,6/5/15 0:00,3/17/16 0:00,3/16/16 0:00,3/17/16 10:01,2016,3,3/3/16 0:00,United States,88,374,"(Re-Qualify, Qualified)"
0062000000hgYT5,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 17:19:00.000000000,0,2/28/16 0:00,2/28/16 0:00,2/28/16 0:00,2/28/16 17:19,2016,2,5/9/16 0:00,United States,35,71,"(Created, Created)"
0062000000hgYT5,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,8 days 10:42:00.000000000,8,2/28/16 0:00,3/7/16 0:00,2/28/16 0:00,3/7/16 10:42,2016,3,5/9/16 0:00,United States,35,71,"(Prospect, Qualified)"
0062000000hgYT5,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,63 days 13:08:00.000000000,63,2/28/16 0:00,5/9/16 0:00,3/7/16 0:00,5/9/16 13:08,2016,5,5/9/16 0:00,United States,35,71,"(Qualified, Closed Deferred)"
0062000000WVP4S,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:48:00.000000000,0,3/10/14 0:00,3/10/14 0:00,3/10/14 0:00,3/10/14 10:48,2014,3,,United States,768,296,"(Created, Created)"
0062000000WVP4S,stage_change,Stage,Prospect,Short List,Closed Deferred,0,0 days 10:49:00.000000000,0,3/10/14 0:00,3/10/14 0:00,3/10/14 0:00,3/10/14 10:49,2014,3,,United States,768,296,"(Prospect, Short List)"
0062000000WVP4S,stage_change,Stage,Short List,Qualified,Closed Deferred,0,43 days 17:18:00.000000000,43,3/10/14 0:00,4/22/14 0:00,3/10/14 0:00,4/22/14 17:18,2014,4,,United States,768,296,"(Short List, Qualified)"
0062000000WVP4S,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,15 days 12:10:00.000000000,15,3/10/14 0:00,5/7/14 0:00,4/22/14 0:00,5/7/14 12:10,2014,5,,United States,768,296,"(Qualified, Closed Deferred)"
0062000000hh9pg,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 12:00:00.000000000,0,3/2/16 0:00,3/2/16 0:00,3/2/16 0:00,3/2/16 12:00,2016,3,4/21/16 0:00,United States,52,103,"(Created, Created)"
0062000000hh9pg,stage_change,Stage,Prospect,Qualified,Qualified,20,50 days 19:59:00.000000000,50,3/2/16 0:00,4/21/16 0:00,3/2/16 0:00,4/21/16 19:59,2016,4,4/21/16 0:00,United States,52,103,"(Prospect, Qualified)"
0062000000cjrkZ,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 05:03:00.000000000,0,3/19/15 0:00,3/19/15 0:00,3/19/15 0:00,3/19/15 5:03,2015,3,12/21/15 0:00,Netherlands,175,378,"(Created, Created)"
0062000000cjrkZ,stage_change,Stage,Buying Process id.,Qualified,Closed Deferred,0,209 days 08:48:00.000000000,209,3/19/15 0:00,10/14/15 0:00,3/19/15 0:00,10/14/15 8:48,2015,10,12/21/15 0:00,Netherlands,175,378,"(Buying Process id., Qualified)"
0062000000cjrkZ,stage_change,Stage,Qualified,Chosen Vendor,Closed Deferred,0,44 days 09:02:00.000000000,44,3/19/15 0:00,11/27/15 0:00,10/14/15 0:00,11/27/15 9:02,2015,11,12/21/15 0:00,Netherlands,175,378,"(Qualified, Chosen Vendor)"
0062000000cjrkZ,stage_change,Stage,Chosen Vendor,Closed Deferred,Closed Deferred,0,24 days 09:06:00.000000000,24,3/19/15 0:00,12/21/15 0:00,11/27/15 0:00,12/21/15 9:06,2015,12,12/21/15 0:00,Netherlands,175,378,"(Chosen Vendor, Closed Deferred)"
0062000000fV8LF,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 15:30:00.000000000,0,9/30/15 0:00,9/30/15 0:00,9/30/15 0:00,9/30/15 15:30,2015,9,5/10/16 0:00,United States,34,223,"(Created, Created)"
0062000000fV8LF,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,223 days 09:32:00.000000000,223,9/30/15 0:00,5/10/16 0:00,9/30/15 0:00,5/10/16 9:32,2016,5,5/10/16 0:00,United States,34,223,"(Prospect, Closed Deferred)"
0062000000gsE8A,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 09:36:00.000000000,0,12/30/15 0:00,12/30/15 0:00,12/30/15 0:00,12/30/15 9:36,2015,12,4/26/16 0:00,United States,48,118,"(Created, Created)"
0062000000gsE8A,stage_change,Stage,Prospect,Re-Qualify,Closed Deferred,0,22 days 11:57:00.000000000,22,12/30/15 0:00,1/21/16 0:00,12/30/15 0:00,1/21/16 11:57,2016,1,4/26/16 0:00,United States,48,118,"(Prospect, Re-Qualify)"
0062000000gsE8A,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,96 days 11:00:00.000000000,96,12/30/15 0:00,4/26/16 0:00,1/21/16 0:00,4/26/16 11:00,2016,4,4/26/16 0:00,United States,48,118,"(Re-Qualify, Closed Deferred)"
0062000000egtPg,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 11:57:00.000000000,0,7/30/15 0:00,7/30/15 0:00,7/30/15 0:00,7/30/15 11:57,2015,7,4/25/16 0:00,United States,48,271,"(Created, Created)"
0062000000egtPg,stage_change,Stage,Prospect,Re-Qualify,Closed Deferred,0,204 days 17:05:00.000000000,204,7/30/15 0:00,2/19/16 0:00,7/30/15 0:00,2/19/16 17:05,2016,2,4/25/16 0:00,United States,48,271,"(Prospect, Re-Qualify)"
0062000000egtPg,stage_change,SDR Created By,Created,Christina Garza,Closed Deferred,0,210 days 14:01:00.000000000,210,7/30/15 0:00,2/25/16 0:00,7/30/15 0:00,2/25/16 14:01,2016,2,4/25/16 0:00,United States,48,271,"(Created, Christina Garza)"
0062000000egtPg,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,66 days 21:44:00.000000000,66,7/30/15 0:00,4/25/16 0:00,2/19/16 0:00,4/25/16 21:44,2016,4,4/25/16 0:00,United States,48,271,"(Re-Qualify, Closed Deferred)"
0062000000aGxAm,opp_created,Created by lead convert,Created,Created,Buying Process id.,40,0 days 11:12:00.000000000,0,10/9/14 0:00,10/9/14 0:00,10/9/14 0:00,10/9/14 11:12,2014,10,,United States,509,613,"(Created, Created)"
0062000000aGxAm,stage_change,Stage,Prospect,Buying Process id.,Buying Process id.,40,104 days 04:31:00.000000000,104,10/9/14 0:00,1/21/15 0:00,10/9/14 0:00,1/21/15 4:31,2015,1,,United States,509,613,"(Prospect, Buying Process id.)"
0062000000i0pa1,opp_created,Created.,Created,Created,Buying Process id.,40,0 days 16:21:00.000000000,0,4/6/16 0:00,4/6/16 0:00,4/6/16 0:00,4/6/16 16:21,2016,4,5/3/16 0:00,France,41,68,"(Created, Created)"
0062000000i0pa1,stage_change,Stage,Prospect,Qualified,Buying Process id.,40,27 days 15:31:00.000000000,27,4/6/16 0:00,5/3/16 0:00,4/6/16 0:00,5/3/16 15:31,2016,5,5/3/16 0:00,France,41,68,"(Prospect, Qualified)"
0062000000i0pa1,stage_change,Stage,Qualified,Buying Process id.,Buying Process id.,40,0 days 16:11:00.000000000,0,4/6/16 0:00,5/3/16 0:00,5/3/16 0:00,5/3/16 16:11,2016,5,5/3/16 0:00,France,41,68,"(Qualified, Buying Process id.)"
0062000000hG4aa,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 12:01:00.000000000,0,1/22/16 0:00,1/22/16 0:00,1/22/16 0:00,1/22/16 12:01,2016,1,5/31/16 0:00,Canada,13,130,"(Created, Created)"
0062000000hG4aa,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,19 days 11:31:00.000000000,19,1/22/16 0:00,2/10/16 0:00,1/22/16 0:00,2/10/16 11:31,2016,2,5/31/16 0:00,Canada,13,130,"(Prospect, Qualified)"
0062000000hG4aa,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,111 days 13:35:00.000000000,111,1/22/16 0:00,5/31/16 0:00,2/10/16 0:00,5/31/16 13:35,2016,5,5/31/16 0:00,Canada,13,130,"(Qualified, Closed Deferred)"
0062000000WVtfu,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 08:07:00.000000000,0,3/13/14 0:00,3/13/14 0:00,3/13/14 0:00,3/13/14 8:07,2014,3,,Ireland,466,474,"(Created, Created)"
0062000000WVtfu,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 08:08:00.000000000,0,3/13/14 0:00,3/13/14 0:00,3/13/14 0:00,3/13/14 8:08,2014,3,,Ireland,466,474,"(Prospect, Qualified)"
0062000000WVtfu,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,357 days 09:12:00.000000000,357,3/13/14 0:00,3/5/15 0:00,3/13/14 0:00,3/5/15 9:12,2015,3,,Ireland,466,474,"(Qualified, Closed Deferred)"
0062000000VDPDZ,opp_created,Created by lead convert,Created,Created,Closed Won,100,0 days 18:38:00.000000000,0,10/23/13 0:00,10/23/13 0:00,10/23/13 0:00,10/23/13 18:38,2013,10,,United States,912,51,"(Created, Created)"
0062000000VDPDZ,stage_change,Stage,Prospect,Short List,Closed Won,100,1 days 15:02:00.000000000,1,10/23/13 0:00,10/24/13 0:00,10/23/13 0:00,10/24/13 15:02,2013,10,,United States,912,51,"(Prospect, Short List)"
0062000000VDPDZ,stage_change,Stage,Short List,Negotiation/Review,Closed Won,100,47 days 11:27:00.000000000,47,10/23/13 0:00,12/10/13 0:00,10/24/13 0:00,12/10/13 11:27,2013,12,,United States,912,51,"(Short List, Negotiation/Review)"
0062000000VDPDZ,stage_change,Stage,Negotiation/Review,Closed Won,Closed Won,100,4 days 11:52:00.000000000,4,10/23/13 0:00,12/14/13 0:00,12/10/13 0:00,12/14/13 11:52,2013,12,,United States,912,51,"(Negotiation/Review, Closed Won)"
0062000000YcBYx,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 11:45:00.000000000,0,7/13/14 0:00,7/13/14 0:00,7/13/14 0:00,7/13/14 11:45,2014,7,,United States,381,291,"(Created, Created)"
0062000000YcBYx,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,320 days 05:35:00.000000000,320,7/13/14 0:00,5/29/15 0:00,7/13/14 0:00,5/29/15 5:35,2015,5,,United States,381,291,"(Prospect, Closed Deferred)"
0062000000WnJMi,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 06:07:00.000000000,0,4/15/14 0:00,4/15/14 0:00,4/15/14 0:00,4/15/14 6:07,2014,4,5/31/16 0:00,United Kingdom,13,777,"(Created, Created)"
0062000000WnJMi,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 08:38:00.000000000,0,4/15/14 0:00,4/15/14 0:00,4/15/14 0:00,4/15/14 8:38,2014,4,5/31/16 0:00,United Kingdom,13,777,"(Prospect, Qualified)"
0062000000WnJMi,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,777 days 10:58:00.000000000,777,4/15/14 0:00,5/31/16 0:00,4/15/14 0:00,5/31/16 10:58,2016,5,5/31/16 0:00,United Kingdom,13,777,"(Qualified, Closed Deferred)"
0062000000hdn9N,opp_created,Created by lead convert,Created,Created,Buying Process id.,40,0 days 15:26:00.000000000,0,2/9/16 0:00,2/9/16 0:00,2/9/16 0:00,2/9/16 15:26,2016,2,3/7/16 0:00,United States,98,125,"(Created, Created)"
0062000000hdn9N,stage_change,Stage,Prospect,Qualified,Buying Process id.,40,13 days 14:46:00.000000000,13,2/9/16 0:00,2/22/16 0:00,2/9/16 0:00,2/22/16 14:46,2016,2,3/7/16 0:00,United States,98,125,"(Prospect, Qualified)"
0062000000hdn9N,stage_change,Stage,Qualified,Buying Process id.,Buying Process id.,40,14 days 14:43:00.000000000,14,2/9/16 0:00,3/7/16 0:00,2/22/16 0:00,3/7/16 14:43,2016,3,3/7/16 0:00,United States,98,125,"(Qualified, Buying Process id.)"
0062000000denNp,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:05:00.000000000,0,5/13/15 0:00,5/13/15 0:00,5/13/15 0:00,5/13/15 10:05,2015,5,4/28/16 0:00,France,46,351,"(Created, Created)"
0062000000denNp,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,27 days 05:19:00.000000000,27,5/13/15 0:00,6/9/15 0:00,5/13/15 0:00,6/9/15 5:19,2015,6,4/28/16 0:00,France,46,351,"(Prospect, Qualified)"
0062000000denNp,stage_change,Stage,Qualified,Buying Process id.,Closed Deferred,0,84 days 07:11:00.000000000,84,5/13/15 0:00,9/1/15 0:00,6/9/15 0:00,9/1/15 7:11,2015,9,4/28/16 0:00,France,46,351,"(Qualified, Buying Process id.)"
0062000000denNp,stage_change,Stage,Buying Process id.,Re-Qualify,Closed Deferred,0,154 days 10:48:00.000000000,154,5/13/15 0:00,2/2/16 0:00,9/1/15 0:00,2/2/16 10:48,2016,2,4/28/16 0:00,France,46,351,"(Buying Process id., Re-Qualify)"
0062000000denNp,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,86 days 09:22:00.000000000,86,5/13/15 0:00,4/28/16 0:00,2/2/16 0:00,4/28/16 9:22,2016,4,4/28/16 0:00,France,46,351,"(Re-Qualify, Closed Deferred)"
0062000000WVrEK,opp_created,Created by lead convert,Created,Created,Closed Lost,0,0 days 05:51:00.000000000,0,3/13/14 0:00,3/13/14 0:00,3/13/14 0:00,3/13/14 5:51,2014,3,,United States,451,372,"(Created, Created)"
0062000000WVrEK,stage_change,Stage,Prospect,Qualified,Closed Lost,0,0 days 05:52:00.000000000,0,3/13/14 0:00,3/13/14 0:00,3/13/14 0:00,3/13/14 5:52,2014,3,,United States,451,372,"(Prospect, Qualified)"
